_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
132323,4154591,2017.0,2020,1958.0,PRIVATE,6,York Centre,3896 BATHURST ST,4,30,2020-11-19,86,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,5.0,4.0,,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,,N0629,43.7439610802,-79.4361472401,309927.417,4844668.373
132324,4154079,2018.0,2020,1962.0,PRIVATE,19,Beaches-East York,327 CHISHOLM AVE,4,20,2020-11-19,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,S1926,43.6971816506,-79.30644386430001,320386.05199999997,4839487.593
132325,4155796,2017.0,2020,1976.0,PRIVATE,22,Scarborough-Agincourt,125 BONIS AVE,11,263,2020-11-19,89,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,E2229,43.78385662,-79.294501805,321346.372,4849113.023
132326,4153657,2017.0,2020,1990.0,SOCIAL HOUSING,14,Toronto-Danforth,570 COXWELL AVE,3,11,2020-11-19,83,Evaluation needs to be conducted in 3 years,16,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,,,3.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,,S1432,43.679932553,-79.3224960568,319096.268,4837568.387
132327,4154037,2017.0,2020,1971.0,PRIVATE,19,Beaches-East York,7 CRESCENT PL,29,584,2020-11-19,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,S1930,43.695055073999995,-79.291784761,321568.003,4839255.097
132328,4284986,2017.0,2020,1971.0,PRIVATE,19,Beaches-East York,9 CRESCENT PL,29,587,2020-11-19,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,S1930,43.695648592,-79.291287219,321619.854,4839297.583000001
132329,4156314,2017.0,2020,1971.0,PRIVATE,19,Beaches-East York,11 CRESCENT PL,29,159,2020-11-19,70,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,S1930,43.695136718,-79.290535808,321603.253,4839337.069
132330,4156583,2017.0,2020,1968.0,PRIVATE,2,Etobicoke Centre,60 CALLOWHILL DR,12,141,2020-11-19,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,,W0221,43.682156045,-79.5643051616,299650.165,4837805.9
132331,4154859,2017.0,2020,1964.0,PRIVATE,16,Don Valley East,22 TINDER CRES,4,60,2020-11-19,86,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1628,43.72645012979999,-79.3091895206,320157.292,4842738.692
132332,4154067,2017.0,2020,1960.0,PRIVATE,19,Beaches-East York,2890 ST CLAIR AVE E,4,31,2020-11-18,72,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,3.0,4.0,4.0,,4.0,,,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,3.0,,S1924,43.707880094,-79.302844655,320715.28,4840691.633
132333,4153524,2017.0,2020,1993.0,SOCIAL HOUSING,13,Toronto Centre,50 EARL ST,4,22,2020-11-18,84,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,5.0,4.0,4.0,,4.0,5.0,,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,,4.0,S1322,43.6688638916,-79.3757306133,314805.933,4836330.929
132334,4154063,2017.0,2020,1956.0,PRIVATE,19,Beaches-East York,2920 ST CLAIR AVE E,4,15,2020-11-18,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,S1924,43.708477676,-79.3002028238,320886.13,4840743.72
132335,4154062,2017.0,2020,1956.0,PRIVATE,19,Beaches-East York,2922 ST CLAIR AVE E,4,16,2020-11-18,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,,S1924,43.7085088591,-79.2998972117,320910.751,4840747.242
132336,4155035,2017.0,2020,1955.0,PRIVATE,12,Toronto-St. Paul's,641 VAUGHAN RD,4,45,2020-11-18,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,3.0,4.0,,5.0,3.0,,S1222,43.693235288800004,-79.4417901487,309476.779,4839032.662
132337,4154507,2017.0,2020,1950.0,PRIVATE,8,Eglinton-Lawrence,24 WASDALE CRES,3,11,2020-11-18,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,,N0823,43.730975673,-79.4363599981,309911.368,4843225.786
132338,4154509,2017.0,2020,1956.0,PRIVATE,8,Eglinton-Lawrence,30 WASDALE CRES,3,10,2020-11-18,74,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.7308801884,-79.4368395679,309872.74199999997,4843215.149
132339,4153066,2017.0,2020,1966.0,PRIVATE,4,Parkdale-High Park,55 TRILLER AVE,22,294,2020-11-18,74,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,S0435,43.6399998042,-79.4436738938,309328.92600000004,4833118.38
132340,4154511,2017.0,2020,1965.0,PRIVATE,8,Eglinton-Lawrence,34 WASDALE CRES,3,11,2020-11-18,69,Evaluation needs to be conducted in 2 years,17,4.0,4.0,1.0,4.0,3.0,4.0,,4.0,,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,N0823,43.730776631400005,-79.4372931994,309836.206,4843203.617
132341,4154543,2017.0,2020,1950.0,PRIVATE,8,Eglinton-Lawrence,47 WASDALE CRES,3,28,2020-11-18,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.73026578859999,-79.4369391147,309864.775,4843146.886
132342,4153513,2017.0,2020,1929.0,PRIVATE,13,Toronto Centre,64 WELLESLEY ST E,5,60,2020-11-18,69,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,3.0,,S1322,43.6659096087,-79.3818101517,314316.12100000004,4836002.031
132343,4153505,2019.0,2020,1931.0,PRIVATE,13,Toronto Centre,110 WELLESLEY ST E,6,48,2020-11-18,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,,4.0,4.0,3.0,3.0,4.0,4.0,,4.0,4.0,,S1322,43.666837468100006,-79.3774688112,314666.097,4836105.602
132344,4154500,2017.0,2020,1960.0,PRIVATE,8,Eglinton-Lawrence,93 NEPTUNE DR,3,10,2020-11-18,73,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.7316875988,-79.43837313590001,309749.131,4843304.7530000005
132345,4152809,2017.0,2020,1970.0,PRIVATE,24,Scarborough-Guildwood,419 MARKHAM RD,12,160,2020-11-18,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,E2430,43.750117696000004,-79.220863337,327264.45,4845388.046
132346,4154064,2017.0,2020,1950.0,PRIVATE,19,Beaches-East York,1001 O'CONNOR DR,4,83,2020-11-18,74,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,4.0,3.0,,S1924,43.7097238899,-79.30919265920001,320161.322,4840880.499
132347,4154964,2017.0,2020,1929.0,PRIVATE,12,Toronto-St. Paul's,118 VAUGHAN RD,4,32,2020-11-18,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,S1229,43.684225142200006,-79.4217235507,311095.282,4838032.994
132348,4154790,2017.0,2020,1950.0,PRIVATE,16,Don Valley East,2 THE DONWAY E,4,40,2020-11-18,83,Evaluation needs to be conducted in 3 years,18,3.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1627,43.73286948689999,-79.3418228518,317526.80100000004,4843446.279
132349,4154789,2017.0,2020,1950.0,PRIVATE,16,Don Valley East,4 THE DONWAY E,4,40,2020-11-18,81,Evaluation needs to be conducted in 3 years,18,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1627,43.7330607404,-79.340845323,317590.11699999997,4843465.219
132350,4153034,2017.0,2020,1957.0,PRIVATE,4,Parkdale-High Park,177 JAMESON AVE,7,73,2020-11-18,81,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S0436,43.6385987342,-79.4361728843,309934.239,4832963.146000001
132351,4152919,2017.0,2020,1910.0,PRIVATE,4,Parkdale-High Park,29 JANE ST,3,18,2020-11-18,83,Evaluation needs to be conducted in 3 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,3.0,,S0426,43.6502220463,-79.4843917868,306043.476,4834252.688999999
132352,4155509,2017.0,2020,1960.0,PRIVATE,3,Etobicoke-Lakeshore,2704 LAKE SHORE BLVD W,4,30,2020-11-18,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,3.0,,3.0,,3.0,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0335,43.6028754682,-79.4965836376,305060.126,4828992.645
132353,4155517,2017.0,2020,1980.0,TCHC,3,Etobicoke-Lakeshore,2835 LAKE SHORE BLVD W,9,148,2020-11-18,79,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,W0335,43.6013719933,-79.50153664300001,304660.286,4828825.602
132354,4153507,2017.0,2020,1888.0,PRIVATE,13,Toronto Centre,510 JARVIS ST,3,16,2020-11-18,81,Evaluation needs to be conducted in 3 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,S1322,43.66751677640001,-79.3792333809,314523.675,4836180.868
132355,4155447,2018.0,2020,1965.0,PRIVATE,1,Etobicoke North,2435 KIPLING AVE,13,153,2020-11-18,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,W0124,43.7388442337,-79.578720865,298443.619,4844101.085
132356,4155503,2017.0,2020,1950.0,PRIVATE,3,Etobicoke-Lakeshore,2515 LAKE SHORE BLVD W,4,30,2020-11-18,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,3.0,,W0336,43.6115410495,-79.489468582,305634.407,4829955.385
132357,4155501,2017.0,2020,1970.0,PRIVATE,3,Etobicoke-Lakeshore,2519 LAKE SHORE BLVD W,4,44,2020-11-18,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,W0336,43.610690629,-79.48977037,305628.08,4829849.455
132358,4155488,2017.0,2020,1955.0,PRIVATE,3,Etobicoke-Lakeshore,2532 LAKE SHORE BLVD W,4,46,2020-11-18,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,W0336,43.6109821847,-79.4903809388,305560.767,4829893.29
132359,4155366,2017.0,2020,1968.0,PRIVATE,2,Etobicoke Centre,311 DIXON RD,16,178,2020-11-18,69,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,,W0222,43.6952084517,-79.5537109023,300454.932,4839251.808
132360,4153660,2017.0,2020,1930.0,PRIVATE,14,Toronto-Danforth,5 DONLANDS AVE,4,24,2020-11-18,77,Evaluation needs to be conducted in 2 years,14,5.0,3.0,5.0,3.0,5.0,5.0,,4.0,,,3.0,4.0,3.0,3.0,3.0,5.0,,3.0,,,S1427,43.6807286698,-79.3371951618,317910.956,4837654.388
132361,4152583,2017.0,2020,1954.0,PRIVATE,20,Scarborough Southwest,62 GLEN EVEREST RD,4,46,2020-11-18,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,,E2035,43.70252818310001,-79.25306904060001,324686.511,4840092.937
132362,4154803,2017.0,2020,1965.0,PRIVATE,16,Don Valley East,135 FENELON DR,19,218,2020-11-18,84,Evaluation needs to be conducted in 3 years,19,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,N1621,43.7628388267,-79.337948675,317832.429,4846776.338
132363,4152582,2017.0,2020,1960.0,PRIVATE,20,Scarborough Southwest,4 FOLCROFT AVE,3,13,2020-11-18,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,2.0,4.0,,3.0,,2.0,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,4.0,,E2035,43.701030915,-79.25119809,324814.217,4839929.968
132364,4285401,2018.0,2020,1952.0,PRIVATE,20,Scarborough Southwest,6 FOLCROFT AVE,3,13,2020-11-18,71,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,4.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,4.0,,E2035,43.700957687,-79.251492552,324829.314,4839934.355
132365,4155031,2021.0,2020,1960.0,PRIVATE,12,Toronto-St. Paul's,1801 EGLINTON AVE W,3,41,2020-11-18,71,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,3.0,,S1222,43.6957650601,-79.4490219345,308893.65,4839313.352
132366,4154080,2017.0,2020,1962.0,TCHC,19,Beaches-East York,9 HALDON AVE,6,200,2020-11-18,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1926,43.698524498000005,-79.311523697,319975.998,4839636.799
132367,4152932,2017.0,2020,1926.0,PRIVATE,4,Parkdale-High Park,5 HIGH PARK AVE,3,21,2020-11-18,81,Evaluation needs to be conducted in 3 years,14,4.0,4.0,5.0,4.0,3.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,,,S0428,43.6538760484,-79.46498174060001,307609.12899999996,4834659.06
132368,4154073,2017.0,2020,1968.0,PRIVATE,19,Beaches-East York,114 BARRINGTON AVE,3,12,2020-11-18,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,S1930,43.6923773913,-79.3026696291,320691.542,4838954.561000001
132369,4167764,2017.0,2020,1969.0,PRIVATE,20,Scarborough Southwest,544 BIRCHMOUNT RD,11,131,2020-11-18,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,,E2029,43.711075654,-79.270595187,323271.08,4841039.404
132370,4154593,2017.0,2020,1958.0,PRIVATE,6,York Centre,3888 BATHURST ST,3,31,2020-11-18,84,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,5.0,4.0,,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,,N0629,43.7428392461,-79.4358673585,309950.049,4844543.7530000005
132371,4154592,2017.0,2020,1958.0,PRIVATE,6,York Centre,3890 BATHURST ST,4,30,2020-11-18,84,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,3.0,5.0,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,N0629,43.7431564667,-79.4359561971,309942.868,4844578.99
132372,4153577,2017.0,2020,1992.0,SOCIAL HOUSING,14,Toronto-Danforth,179 BROADVIEW AVE,4,41,2020-11-18,87,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,,S1434,43.661102106499996,-79.3502357937,316863.476,4835472.037
132373,4154099,2017.0,2020,1955.0,PRIVATE,14,Toronto-Danforth,246 COSBURN AVE,6,40,2020-11-18,87,Evaluation needs to be conducted in 3 years,18,5.0,3.0,5.0,5.0,5.0,5.0,,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,,S1422,43.6908769732,-79.3430214512,317439.08,4838780.927
132374,4269230,2017.0,2020,1959.0,PRIVATE,20,Scarborough Southwest,508 DANFORTH RD,3,24,2020-11-18,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,4.0,4.0,,5.0,,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,E2030,43.7092676432,-79.2670048703,323561.223,4840838.393
132375,4156225,2017.0,2020,1950.0,PRIVATE,2,Etobicoke Centre,4754 DUNDAS ST W,4,14,2020-11-18,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,,,4.0,4.0,5.0,4.0,5.0,4.0,,3.0,4.0,,W0229,43.652203577,-79.525983776,302683.101,4834465.154
132376,4153525,2017.0,2020,1929.0,PRIVATE,13,Toronto Centre,40 EARL ST,5,39,2020-11-18,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1322,43.66881613939999,-79.3759529086,314788.01399999997,4836325.598
132377,4154066,2017.0,2020,1955.0,PRIVATE,19,Beaches-East York,2892 ST CLAIR AVE E,4,34,2020-11-18,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,S1924,43.70796583,-79.30242735899999,320686.3,4840682.162
132378,4154578,2017.0,2020,1960.0,PRIVATE,6,York Centre,30 VINCI CRES,4,33,2020-11-17,84,Evaluation needs to be conducted in 3 years,17,4.0,5.0,5.0,4.0,4.0,4.0,,5.0,,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,N0629,43.736994196000005,-79.4460498433,309130.334,4843893.855
132379,4153503,,2020,1925.0,PRIVATE,13,Toronto Centre,135 EARL PL,4,16,2020-11-17,75,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,,S1322,43.6680405937,-79.3779246146,314633.659,4836247.873
132380,4153504,2017.0,2020,1928.0,PRIVATE,13,Toronto Centre,138 WELLESLEY ST E,3,26,2020-11-17,83,Evaluation needs to be conducted in 3 years,15,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,,,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,,,S1322,43.6668236077,-79.3771743291,314689.849,4836104.096
132381,4155124,2017.0,2020,1995.0,SOCIAL HOUSING,5,York South-Weston,1296 WESTON RD,5,24,2020-11-17,88,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,W0531,43.689065737700005,-79.4960622799,305092.365,4838574.571
132382,4153939,2017.0,2020,1955.0,PRIVATE,12,Toronto-St. Paul's,50 OXTON AVE,3,32,2020-11-17,85,Evaluation needs to be conducted in 3 years,17,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,,S1226,43.697686003,-79.4052912228,312418.44800000003,4839529.862
132383,4154504,2017.0,2020,1990.0,PRIVATE,8,Eglinton-Lawrence,49 NEPTUNE DR,3,10,2020-11-17,72,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,4.0,3.0,4.0,,3.0,,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,N0823,43.731455829,-79.435410014,309987.593,4843280.143999999
132384,4154515,2017.0,2020,1960.0,PRIVATE,8,Eglinton-Lawrence,52 NEPTUNE DR,3,12,2020-11-17,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,1.0,4.0,4.0,4.0,,3.0,,,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,N0823,43.732014889,-79.434846428,310032.945,4843342.289
132385,4154516,2017.0,2020,1955.0,PRIVATE,8,Eglinton-Lawrence,54 NEPTUNE DR,3,11,2020-11-17,73,Evaluation needs to be conducted in 2 years,16,3.0,4.0,2.0,4.0,4.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,N0823,43.73237107600001,-79.435213823,310003.317,4843381.834
132386,4155273,,2020,1961.0,PRIVATE,3,Etobicoke-Lakeshore,28 RIVERWOOD PKWY,7,58,2020-11-17,79,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,3.0,4.0,3.0,,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0327,43.6393299361,-79.4902695407,305569.433,4833042.572
132387,4153650,2017.0,2020,1990.0,PRIVATE,14,Toronto-Danforth,768 PAPE AVE,3,15,2020-11-17,69,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,,S1425,43.681065593599996,-79.3460950974,317193.343,4837690.477
132388,4155250,2017.0,2020,1955.0,PRIVATE,3,Etobicoke-Lakeshore,143 STEPHEN DR,5,31,2020-11-17,85,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,W0327,43.638681755200004,-79.4872228094,305815.067,4832975.459
132389,4155251,2017.0,2020,1960.0,PRIVATE,3,Etobicoke-Lakeshore,159 STEPHEN DR,4,24,2020-11-17,85,Evaluation needs to be conducted in 3 years,17,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,W0327,43.6389598462,-79.4872934251,305809.566,4833001.4860000005
132390,4155252,2018.0,2020,1954.0,PRIVATE,3,Etobicoke-Lakeshore,167 STEPHEN DR,4,44,2020-11-17,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0327,43.6392913192,-79.4876408475,305781.53,4833038.307
132391,4155253,2017.0,2020,1960.0,PRIVATE,3,Etobicoke-Lakeshore,193 STEPHEN DR,3,10,2020-11-17,88,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0327,43.640715018,-79.488178586,305737.446,4833198.606000001
132392,4155379,2017.0,2020,1968.0,PRIVATE,2,Etobicoke Centre,328 THE WEST MALL,3,32,2020-11-17,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,,W0233,43.637313338599995,-79.564053632,299616.185,4832820.397
132393,4153031,2018.0,2020,1965.0,PRIVATE,4,Parkdale-High Park,157 JAMESON AVE,6,66,2020-11-17,73,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,4.0,,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,,S0436,43.6376650671,-79.435751998,309968.274,4832859.448
132394,4153032,2018.0,2020,1965.0,PRIVATE,4,Parkdale-High Park,165 JAMESON AVE,7,82,2020-11-17,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,S0436,43.63799773979999,-79.4358904855,309957.07300000003,4832896.397
132395,4153678,2017.0,2020,1950.0,PRIVATE,19,Beaches-East York,156 KINGSTON RD,4,62,2020-11-17,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,S1937,43.671139903900006,-79.3114153921,319991.88,4836593.512
